Astro: neptune,  mass:  1.02409e+26 
t/s  ||    (x,y,z) position/m  ||  (x,y,z) pos_com/m   ||    (x,y,z) velocity/ms^-1    ||    (x,y,z) force/N
[36000.],4464456789231.793,-267718915336.28772,-97370120745.31638,4463265180918.527,-268153596502.77155,-97338680266.58707,281.60537945384306,5469.95636963131,-118.99657069409915,-6.789791520668328e+20,4.07972758393124e+19,1.4806544052483041e+19,-3.0428134078816615e+33
[72000.],4464466922729.162,-267521996648.89575,-97374404528.17056,4463275618282.354,-267957117603.5043,-97342966903.25806,281.36669644870835,5469.970705915058,-118.99136560932946,-6.789812850990603e+20,4.0767417601578385e+19,1.4807207397326119e+19,-3.0428142146941947e+33
[108000.],4464477047633.929,-267325077445.58655,-97378688123.6375,4463286047053.577,-267760638188.31982,-97347253352.54181,281.12801269397374,5469.985031702665,-118.9861602913779,-6.789834168321159e+20,4.0737559202531885e+19,1.4807870714990727e+19,-3.042815021500512e+33
[144000.],4464487163946.067,-267128157726.73785,-97382971531.70877,4463296467232.173,-267564158257.59586,-97351539614.4299,280.8893281900959,5469.999346994072,-118.98095474025395,-6.789855472660484e+20,4.070770064227068e+19,1.480853400547649e+19,-3.042815828300711e+33
[180000.],4464497271665.551,-266931237492.7277,-97387254752.376,4463306878818.113,-267367677811.7104,-97355825688.91394,280.6506429375314,5470.013651789221,-118.97574895596726,-6.789876764009086e+20,4.06778419208925e+19,1.4809197268783002e+19,-3.0428166350948967e+33
[216000.],4464507370792.351,-266734316743.93378,-97391537785.63081,4463317281811.371,-267171196851.0412,-97360111575.98557,280.4119569367371,5470.027946088059,-118.97054293852734,-6.789898042367488e+20,4.064798303849476e+19,1.4809860504909791e+19,-3.042817441883171e+33
[252000.],4464517461326.441,-266537395480.73404,-97395820631.4648,4463327676211.919,-266974715375.9662,-97364397275.63635,280.17327018816957,5470.042229890529,-118.9653366879437,-6.789919307736205e+20,4.06181239951749e+19,1.481052371385635e+19,-3.042818248665639e+33
[288000.],4464527543267.795,-266340473703.50632,-97400103289.8696,4463338062019.7295,-266778233386.8632,-97368682787.85797,279.9345826922855,5470.056503196571,-118.96013020422596,-6.78994056011578e+20,4.0588264791030325e+19,1.4811186895622144e+19,-3.0428190554424063e+33
[324000.],4464537616616.388,-266143551412.62857,-97404385760.83678,4463348439234.779,-266581750884.11017,-97372968112.64195,279.69589444954147,5470.070766006131,-118.95492348738364,-6.789961799506741e+20,4.055840542615824e+19,1.481185005020653e+19,-3.0428198622135796e+33
[360000.],4464547681372.188,-265946628608.4786,-97408668044.35793,4463358807857.037,-266385267868.08493,-97377253249.97992,279.45720546039394,5470.085018319155,-118.9497165374263,-6.789983025909656e+20,4.052854590065624e+19,1.4812513177608935e+19,-3.0428206689792684e+33
[396000.],4464557737535.172,-265749705291.4343,-97412950140.42471,4463369167886.478,-266188784339.16534,-97381538199.86353,279.21851572529954,5470.099260135584,-118.9445093543635,-6.790004239325082e+20,4.049868621462169e+19,1.4813176277828674e+19,-3.042821475739585e+33
[432000.],4464567785105.311,-265552781461.87354,-97417232049.02867,4463379519323.073,-265992300297.7293,-97385822962.28429,278.97982524471473,5470.11349145536,-118.9393019382048,-6.790025439753577e+20,4.046882636815215e+19,1.4813839350865037e+19,-3.0428222824946366e+33
[468000.],4464577824082.579,-265355857120.17416,-97421513770.16145,4463389862166.8,-265795815744.15466,-97390107537.23389,278.74113401909625,5470.12771227843,-118.93409428895974,-6.790046627195733e+20,4.04389663613454e+19,1.481450239671732e+19,-3.042823089244539e+33
[504000.],4464587854466.951,-265158932266.71414,-97425795303.81468,4463400196417.629,-265599330678.81937,-97394391924.70392,278.50244204890043,5470.141922604733,-118.92888640663789,-6.790067801652118e+20,4.04091061942992e+19,1.481516541538475e+19,-3.0428238959894043e+33
[540000.],4464597876258.397,-264962006901.87137,-97430076649.97997,4463410522075.532,-265402845102.10132,-97398676124.68602,278.2637493345838,5470.156122434219,-118.92367829124876,-6.790088963123338e+20,4.037924586711179e+19,1.4815828406866594e+19,-3.04282470272935e+33
[576000.],4464607889456.894,-264765081026.02365,-97434357808.6489,4463420839140.485,-265206359014.37833,-97402960137.17175,278.0250558766028,5470.170311766827,-118.91846994280206,-6.790110111609985e+20,4.034938537988142e+19,1.4816491371162028e+19,-3.0428255094644906e+33
[612000.],4464617894062.412,-264568154639.54886,-97438638779.8131,4463431147612.461,-265009872416.02826,-97407243962.15277,277.7863616754138,5470.184490602502,-118.91326136130711,-6.790131247112666e+20,4.031952473270661e+19,1.4817154308270256e+19,-3.0428263161949444e+33
[648000.],4464627890074.926,-264371227742.82495,-97442919563.46414,4463441447491.432,-264813385307.42908,-97411527599.62064,277.54766673147344,5470.198658941188,-118.90805254677367,-6.790152369632003e+20,4.0289663925686305e+19,1.481781721819045e+19,-3.04282712292083e+33
[684000.],4464637877494.407,-264174300336.22977,-97447200159.59364,4463451738777.37,-264616897688.95862,-97415811049.56694,277.3089710452379,5470.212816782825,-118.9028434992112,-6.790173479168611e+20,4.025980295891965e+19,1.4818480100921782e+19,-3.042827929642268e+33
[720000.],4464647856320.828,-263977372420.14127,-97451480568.1933,4463462021470.248,-264420409560.9948,-97420094311.98341,277.07027461716353,5470.226964127363,-118.89763421862929,-6.790194575723132e+20,4.0229941832506106e+19,1.481914295646343e+19,-3.042828736359381e+33
