mars,  6.4171e+23 
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
10134532059.2816,-216619811370.45428,-4788330487.309136,8942923746.015915,-217054492536.9381,-4756890008.579826,25116.240903539787,3212.9146333308604,-548.7478150048149,-8.450918045540888e+19,1.8077785601395898e+21,3.995755877782939e+19,-3.9274148042941626e+32
