Astro: jupiter,  mass:  1.89818722e+27 
t/s  ||    (x,y,z) position/m  ||  (x,y,z) pos_com/m   ||    (x,y,z) velocity/ms^-1    ||    (x,y,z) force/N
[36000.],522229426429.32574,532178922378.4642,-13894558588.485588,521037818116.06006,531744241211.98035,-13863118109.756277,-9487.208444519933,9775.812867553595,171.58754885567774,-3.1719587500130715e+23,-3.232936625883551e+23,8.439199458380328e+21,-3.378751546994984e+35
[72000.],521887778666.6022,532530741253.9041,-13888378556.235062,520696474219.79364,532095620299.2956,-13856940931.322563,-9493.222100017016,9769.679573265197,171.74756277191517,-3.1697321568795264e+23,-3.234919112494273e+23,8.435042779273173e+21,-3.3786976743625104e+35
[108000.],521545914488.30615,532882339263.0911,-13882192764.90295,520354913907.9548,532446778520.35785,-13850757993.807262,-9499.231531471823,9763.542520713849,171.9074978211445,-3.167504293007142e+23,-3.236899896134999e+23,8.430882550721e+21,-3.378643745680046e+35
[144000.],521203834046.54645,533233716270.78577,-13876001217.329678,520013137332.6522,532797715739.9278,-13844569300.050802,-9505.23673647578,9757.401713130106,172.06735393607778,-3.1652751599111156e+23,-3.238878975965846e+23,8.426718775773804e+21,-3.378589760977444e+35
[180000.],520861537493.5187,533584872141.8651,-13869803916.358088,519671144646.08167,533148431822.8824,-13838374852.896025,-9511.23771262318,9751.257153746124,172.22713104948483,-3.163044759107015e+23,-3.240856351148549e+23,8.422551457481356e+21,-3.3785357202845474e+35
[216000.],520519024981.50494,533935806741.3226,-13863600864.833448,519328936000.5251,533498926634.21515,-13832174655.188196,-9517.234457511193,9745.10884579564,172.3868290941934,-3.1608130921107966e+23,-3.242832020846494e+23,8.418380598893306e+21,-3.378481623631207e+35
[252000.],520176296662.8737,534286519934.2678,-13857392065.60344,518986511548.351,533849200039.03564,-13825968709.775,-9523.22696873987,9738.956792513967,172.54644800308918,-3.158580160438815e+23,-3.244805984224719e+23,8.414206203059234e+21,-3.378427471047285e+35
[288000.],519833352690.07996,534637011585.9274,-13851177521.518154,518643871442.0144,534199251902.57056,-13819757019.506525,-9529.215243912124,9732.80099713802,172.70598770911545,-3.156345965607823e+23,-3.246778240449922e+23,8.410028273028717e+21,-3.3783732625626505e+35
[324000.],519490193215.6648,534987281561.64417,-13844957235.430107,518301015834.0564,534549082090.16254,-13813539587.23529,-9535.199280633758,9726.64146290628,172.86544814527355,-3.1541105091349936e+23,-3.2487487886904646e+23,8.405846811851441e+21,-3.378318998207184e+35
[360000.],519146818392.2555,535337329726.8775,-13838731210.194216,517957944877.10425,534898690467.2712,-13807316415.81621,-9541.179076513454,9720.478193058798,173.0248292446225,-3.151873792537931e+23,-3.250717628116395e+23,8.401661822577278e+21,-3.3782646780107944e+35
[396000.],518803228372.5655,535687155947.2036,-13832499448.66781,517614658723.8714,535248076899.47253,-13801087508.106617,-9547.154629162758,9714.311190837218,173.18413094027915,-3.149635817334672e+23,-3.2526847578994323e+23,8.397473308256364e+21,-3.378210302003402e+35
[432000.],518459423309.39374,536036760088.3155,-13826261953.710625,517271157527.15686,535597241252.4597,-13794852866.966242,-9553.125936196117,9708.140459484734,173.34335316541845,-3.147396585043689e+23,-3.2546501772129864e+23,8.393281271939177e+21,-3.378155870214956e+35
[468000.],518115403355.6257,536386142016.02295,-13820018728.184805,516927441439.84595,535946183392.0425,-13788612495.257235,-9559.092995230838,9701.966002246118,173.50249585327288,-3.145156097183914e+23,-3.256613885232147e+23,8.38908571667664e+21,-3.378101382675432e+35
[504000.],517771168664.2318,536735301596.2524,-13813769774.95489,516583510614.90924,536294903184.14716,-13782366395.844131,-9565.055803887111,9695.787822367696,173.661558937133,-3.142914355274741e+23,-3.258575881133711e+23,8.384886645520217e+21,-3.378046839414834e+35
[540000.],517426719388.2686,537084238695.0472,-13807515096.887821,516239365205.4032,536643400494.81726,-13776114571.593874,-9571.014359788027,9689.605923097355,173.82054235034724,-3.1406713608360206e+23,-3.260536164096157e+23,8.380684061521959e+21,-3.3779922404631945e+35
[576000.],517082055680.87805,537432953178.5677,-13801254696.852942,515895005364.4698,536991675190.213,-13769857025.375807,-9576.968660559543,9683.420307684548,173.97944602632185,-3.138427115388079e+23,-3.2624947332996625e+23,8.376477967734598e+21,-3.3779375858505846e+35
[612000.],516737177695.2875,537781444913.0914,-13794988577.721996,515550431245.33636,537339727136.612,-13763593760.061672,-9582.9187038305,9677.230979380267,174.13826989852112,-3.1361816204517174e+23,-3.2644515879261e+23,8.37226836721164e+21,-3.3778828756071045e+35
[648000.],516392085584.8096,538129713765.01276,-13788716742.369112,515205643001.3156,537687556200.4086,-13757324778.5256,-9588.864487232631,9671.037941437071,174.29701390046705,-3.133934877548225e+23,-3.266406727159047e+23,8.368055263007423e+21,-3.377828109762893e+35
[684000.],516046779502.8421,538477759600.8431,-13782439193.67081,514860640785.8053,538035162248.11426,-13751050083.64411,-9594.80600840056,9664.841197109045,174.45567796573962,-3.131686888199371e+23,-3.268360150183771e+23,8.363838658177185e+21,-3.377773288348128e+35
[720000.],515701259602.86816,538825582287.2114,-13776155934.506014,514515424752.2886,538382545146.35785,-13744769678.296125,-9600.74326497178,9658.640749651848,174.61426202797685,-3.129437653927409e+23,-3.270311856187238e+23,8.359618555777131e+21,-3.37771841139302e+35
[756000.],515355526038.4556,539173181690.8636,-13769866967.756021,514169995054.3332,538729704761.8853,-13738483565.362944,-9606.676254586682,9652.436602322645,174.77276602087468,-3.1271871762550955e+23,-3.2722618443581135e+23,8.3553949588645e+21,-3.3776634789278255e+35
